id;name;year_from;year_to
4052;bZ4X;2022;2025
4053;bZ5;2025;2025
4054;bZ7;2025;2025
4055;Caldina;1992;2007
4056;Cami;1999;2006
4057;Camry;1980;2025
4058;Camry Solara;1998;2009
4059;Carina;1973;2001
4060;Carina E;1992;1998
4061;Carina ED;1985;1998
4062;Cavalier;1995;2000
4063;Celica;1970;2006
4064;Celsior;1989;2006
4065;Century;1982;2025
4066;Chaser;1977;2001
4067;Classic;1996;1997
4068;Comfort;1995;2017
4069;COMS;2012;2025
4070;Copen;2019;2025
4071;Corolla;1966;2025
4072;Corolla Cross;2020;2025
4073;Corolla II;1978;1999
4074;Corolla Levin;1979;2000
4075;Corolla Rumion;2007;2016
4076;Corolla Spacio;1997;2007
4077;Corolla Verso;2001;2009
4078;Corona;1973;2001
4079;Corona EXiV;1989;1998
4080;Corsa;1982;1999
4081;Cressida;1977;1996
4082;Cresta;1980;2001
4083;Crown;1965;2025
4084;Crown Kluger;2021;2025
4085;Crown Majesta;1991;2018
4086;Curren;1994;1999
4087;Cynos;1991;1999
4088;C-HR;2016;2025
4089;C-HR+;2025;2025
4090;Duet;1998;2004
4091;Echo;1999;2005
4092;Esquire;2014;2021
4093;Estima;1990;2019
4094;Etios;2010;2021
4095;FJ Cruiser;2006;2022
4096;Fortuner;2005;2025
4097;Frontlander;2021;2025
4098;FunCargo;1999;2005
4099;Gaia;1998;2004
4100;GR86;2021;2025
4101;Grand HiAce;1999;2002
4102;Grand Highlander;2023;2025
4103;Granvia;1995;2025
4104;GT86;2012;2021
4105;Harrier;1997;2025
4106;HiAce;1982;2025
4107;Highlander;2001;2025
4108;Hilux;1968;2025
4109;Hilux Surf;1984;2009
4110;Innova;2004;2025
4111;Ipsum;1995;2009
4112;iQ;2008;2011
4113;ISis;2004;2017
4114;Ist;2001;2016
4115;Izoa;2018;2025
4116;Kluger;2000;2013
4117;Land Cruiser;1960;2025
4118;Land Cruiser FJ;2025;2025
4119;Land Cruiser Prado;1987;2025
4120;Levin;2014;2025
4121;Lite Ace;1979;2020
4122;Mark II;1968;2007
4123;Mark X;2004;2019
4124;Mark X ZiO;2007;2013
4125;MasterAce Surf;1982;1991
4126;Matrix;2002;2014
4127;Mega Cruiser;1995;2001
4128;Mirai;2015;2025
4129;Model F;1982;1992
4130;MR2;1984;2007
4131;MR-S;1999;2007
4132;Nadia;1998;2003
4133;Noah;2001;2025
4134;Opa;2000;2005
4135;Origin;2000;2001
4136;Paseo;1991;1999
4137;Passo;2004;2023
4138;Passo Sette;2008;2012
4139;Picnic;1996;2009
4140;Pixis Epoch;2012;2025
4141;Pixis Joy;2016;2023
4142;Pixis Mega;2015;2022
4143;Pixis Space;2011;2017
4144;Pixis Van;2011;2025
4145;Platz;1999;2005
4146;Porte;2004;2020
4147;Premio;2001;2021
4148;Previa;1990;2019
4149;Prius;1997;2025
4150;Prius v (+);2011;2021
4151;Prius Alpha;2011;2021
4152;Prius c;2011;2021
4153;ProAce;2013;2025
4154;ProAce City;2019;2025
4155;Probox;2002;2025
4156;Progres;1998;2007
4157;Pronard;2000;2004
4158;Publica;1961;1978
4159;Ractis;2005;2016
4160;Raize;2019;2025
4161;Raum;1997;2011
4162;RAV4;1994;2025
4163;Regius;1997;2002
4164;RegiusAce;1999;2020
4165;Roomy;2016;2025
4166;Rush;2006;2025
4167;Sai;2009;2017
4168;Scepter;1992;1996
4169;Sequoia;2000;2025
4170;Sera;1990;1994
4171;Sienna;1997;2025
4172;Sienta;2003;2025
4173;Soarer;1981;2005
4174;Soluna;1996;2003
4175;Spade;2012;2020
4176;Sparky;2000;2003
4177;Sports 800;1965;1969
4178;Sprinter;1974;2002
4179;Sprinter Carib;1982;2002
4180;Sprinter Marino;1992;1998
4181;Sprinter Trueno;1983;2000
4182;Starlet;1978;1999
4183;Starlet Cross;2024;2025
4184;Succeed;2002;2020
4185;Supra;1986;2025
4186;Tacoma;1995;2025
4187;Tank;2016;2020
4188;Tercel;1978;1999
4189;Touring HiAce;1999;2002
4190;Town Ace;1976;2025
4191;Tundra;2000;2025
4192;Urban Cruiser;2009;2025
4193;Urban Cruiser Taisor;2024;2025
4194;Vanguard;2007;2013
4195;Vellfire;2008;2025
4196;Veloz;2021;2025
4197;Venza;2008;2025
4198;Verossa;2001;2004
4199;Verso;2009;2018
4200;Verso-S;2010;2018
4201;Vios;2003;2025
4202;Vista;1982;2003
4203;Vitz;1999;2020
4204;Voltz;2002;2004
4205;Voxy;2001;2025
4206;Wigo;2014;2025
4207;Wildlander;2020;2025
4208;WiLL;2000;2004
4209;WiLL Cypha;2002;2005
4210;Windom;1991;2006
4211;Wish;2003;2017
4212;xA;2006;2007
4213;Yaris;1999;2025
4214;Yaris Cross;2020;2025
4215;Yaris Verso;1999;2006
4216;Zelas;2010;2016
4217;1.1;1990;1991
4218;600;1962;1964
4219;P 601;1963;1990
4220;P50;1958;1962
4221;Tramontana;2007;2025
4222;Acclaim;1981;1984
4223;GT6;1966;1973
4224;Spitfire;1965;1980
4225;Stag;1970;1977
4226;TR3;1957;1963
4227;TR4;1961;1967
4228;TR6;1968;1976
4229;TR7;1975;1981
4230;TR8;1980;1981
4231;E8;2023;2025
4232;E9;2023;2025
4233;Emkoo;2022;2025
4234;Empow;2021;2025
4235;ES9;2023;2025
4236;GA4 Plus;2021;2022
4237;GA6;2019;2023
4238;GA8;2020;2023
4239;GE3;2017;2020
4240;GM6;2018;2020
4241;GM8;2017;2020
4242;GS3;2017;2025
4243;GS3 Power;2020;2022
4244;GS4;2019;2025
4245;GS4 Max;2024;2025
4246;GS4 Plus;2021;2025
4247;GS5;2018;2021
4248;GS8;2016;2025
4249;M6;2020;2021
4250;M6 Max;2024;2025
4251;M6 Pro;2021;2025
4252;M8;2019;2025
4253;S7;2025;2025
4254;S9;2025;2025
4255;280;1980;1986
4256;350;1983;1989
4257;390;1984;1989
4258;400;1989;1993
4259;420;1984;1989
4260;450;1989;1993
4261;Cerbera;1994;2003
4262;Chimaera;1992;2003
4263;Griffith;1991;2002
4264;Sagaris;2004;2006
4265;S-Series;1986;1996
4266;Taimar;1976;1979
4267;Tamora;2002;2006
4268;Tasmin;1980;1987
4269;Tuscan;1999;2006
4270;3151;1985;2013
4271;3153;1996;2006
4272;3159;1999;2010
4273;3160;1997;2004
4274;3162 Simbir;1999;2005
4275;469;1972;2011
4276;Астеро;1997;1999
4277;Hunter;2003;2025
4278;Patriot;2005;2025
4279;Pickup;2008;2025
4280;Can-Am;2001;2016
4281;GTR;1999;2016
4282;RS;2019;2025
4283;Adam;2013;2019
4284;Ampera;2011;2015
4285;Astra;1979;2015
4286;Carlton;1984;1994
4287;Cavalier;1975;1981
4288;Chevette;1975;1984
4289;Combo;2018;2025
4290;Corsa;1993;2025
4291;Firenza;1970;1975
4292;Frontera;1991;2004
4293;Insignia;2008;2022
4294;Lotus Carlton;1990;1992
4295;Meriva;2003;2018
4296;Mokka;2012;2019
4297;Monaro;2001;2007
4298;Omega;1994;2003
4299;Royale;1978;1987
4300;Tigra;1994;2009
4301;Vectra;1995;2008
4302;Velox;1948;1965
4303;Ventora;1969;1976
4304;Viceroy;1978;1982
4305;Victor;1963;1978
4306;Viva;1963;1979
4307;Vivaro;2019;2025
4308;VXR8;2007;2009
4309;Zafira;1999;2018
4310;1111 Ока;1987;2008
4311;2101;1970;1988
4312;2102;1971;1986
4313;2103;1972;1984
4314;2104;1984;2012
4315;2105;1979;2011
4316;2106;1976;2006
4317;2107;1982;2012
4318;2108;1984;2005
4319;2109;1987;2006
4320;21099;1990;2011
4321;2110;1995;2014
4322;2111;1997;2014
4323;2112;1998;2009
4324;2113;2004;2013
4325;2114;2001;2013
4326;2115;1997;2012
4327;2120 Надежда;1998;2006
4328;2121 (4x4);1977;2021
4329;2123;1998;2002
4330;2129;1992;1996
4331;2131 (4x4);1993;2021
4332;Priora;2007;2018
4333;2328;1995;1997
4334;2329;1995;2019
4335;Aura;2024;2025
4336;Azimut;2026;2026
4337;EL Lada;2012;2013
4338;e-Largus;2024;2025
4339;Granta;2011;2025
4340;Iskra;2025;2025
4341;Kalina;2004;2018
4342;Largus;2012;2025
4343;Niva;2020;2025
4344;Niva Legend;2021;2025
4345;Niva Travel;2020;2025
4346;Revolution;2003;2006
4347;Vesta;2015;2025
4348;XRAY;2015;2022
4349;X-cross 5;2023;2023
4350;M12;1996;2000
4351;W8 Twin Turbo;1989;1994
4352;210;1984;1995
4353;260 LM;1989;1995
4354;300 Atlantique;1994;2000
4355;400 GT;1994;1998
4356;D60 Plus;2021;2025
4357;VX6;2023;2025
4358;V-Online;2021;2025
4359;Bolden;2024;2025
4360;U70;2019;2022
4361;U70 Pro;2022;2025
4362;U75 Plus;2021;2025
4363;VX7;2022;2025
4364;LUX A2.0;2019;2022
4365;LUX SA2.0;2019;2022
4366;VF6;2024;2025
4367;VF7;2024;2025
4368;VF8;2022;2025
4369;VF9;2022;2025
4370;C40;2024;2025
4371;K30;2024;2025
4372;K40;2024;2025
4373;181;1969;1979
4374;Amarok;2010;2025
4375;Arteon;2017;2024
4376;Arteon R;2020;2024
4377;Atlas;2017;2025
4378;Atlas Cross Sport;2019;2025
4379;Beetle;1997;2019
4380;Bora;1998;2025
4381;Caddy;1979;2025
4382;California;1991;2025
4383;Caravelle;1980;2025
4384;Corrado;1988;1995
4385;C-Trek;2016;2022
4386;Derby;1977;1984
4387;Eos;2006;2015
4388;EuroVan;1992;2003
4389;Fox;1987;2011
4390;Gol;1980;2013
4391;Golf;1974;2025
4392;Golf Country;1990;1991
4393;Golf GTI;1976;2025
4394;Golf Plus;2005;2014
4395;Golf R;2009;2025
4396;Golf R32;2002;2008
4397;Golf Sportsvan;2014;2020
4398;ID.3;2019;2025
4399;ID.4;2020;2025
4400;ID.5;2021;2025
4401;ID.6;2021;2025
4402;ID.7;2023;2025
4403;ID.Buzz;2022;2025
4404;ID.Unyx;2024;2025
4405;ID.Unyx 06;2025;2025
4406;ID.Unyx 07;2025;2025
4407;Iltis;1978;1988
4408;Jetta;1978;2025
4409;K70;1970;1974
4410;Karmann-Ghia;1955;1974
4411;Lamando;2014;2025
4412;Lavida;2008;2025
4413;Lavida XR;2023;2025
4414;Lupo;1998;2005
4415;Lupo GTI;2000;2005
4416;Magotan;2016;2025
4417;Multivan;1984;2025
4418;Parati;2005;2012
4419;Passat;1973;2025
4420;Passat CC;2008;2025
4421;Passat (North America and China);2005;2025
4422;Phaeton;2002;2016
4423;Phideon;2016;2023
4424;Pointer;2003;2006
4425;Polo;1975;2025
4426;Polo GTI;1998;2025
4427;Polo R WRC;2013;2016
4428;Quantum;1985;2003
4429;Rabbit;2009;2009
4430;Routan;2008;2012
4431;Sagitar;2019;2025
4432;Santana;1981;2022
4433;Scirocco;1974;2017
4434;Scirocco R;2009;2017
4435;Sharan;1995;2022
4436;SpaceFox;2006;2018
4437;Tacqua;2019;2025
4438;Taigo;2021;2025
4439;Taigun;2021;2025
4440;Talagon;2021;2025
4441;Taos;2020;2025
4442;Taro;1989;1997
4443;Tavendor;2022;2025
4444;Tayron;2018;2025
4445;Teramont;2017;2025
4446;Tharu;2018;2025
4447;Tharu XR;2024;2025
4448;Tiguan;2007;2025
4449;Tiguan R;2020;2025
4450;Touareg;2002;2025
4451;Touareg R;2020;2025
4452;Touran;2003;2025
4453;Transporter;1979;2025
4454;Type 1;1938;2003
4455;Type 166;1942;1944
4456;Type 2;1950;1979
4457;Type 3;1961;1973
4458;Type 4;1968;1975
4459;Type 82;1940;1945
4460;T-Cross;2018;2025
4461;T-Roc;2017;2025
4462;T-Roc R;2019;2025
4463;up!;2012;2023
4464;Vento;1991;1998
4465;Viloran;2020;2025
4466;Voyage;2008;2022
4467;XL1;2013;2015
4468;120 Series;1956;1970
4469;140 Series;1966;1975
4470;164;1968;1974
4471;240 Series;1974;1993
4472;260 Series;1974;1982
4473;300 Series;1975;1991
4474;440;1988;1997
4475;460;1988;1997
4476;480;1986;1996
4477;66;1975;1979
4478;740;1983;1992
4479;760;1982;1992
4480;780;1986;1991
4481;850;1991;1997
4482;940;1988;1998
4483;960;1990;1997
4484;C30;2006;2013
4485;C40;2021;2025
4486;C70;1997;2013
4487;EC40;2024;2025
4488;EM90;2023;2025
4489;ES90;2025;2025
4490;EX30;2023;2025
4491;EX30 Cross Country;2025;2025
4492;EX40;2024;2025
4493;EX90;2023;2025
4494;Laplander;1974;1987
4495;P1800;1961;1973
4496;P1900;1956;1957
4497;PV444;1947;1958
4498;PV544;1958;1965
4499;S40;1995;2012
4500;S60;2000;2025
4501;S60 Cross Country;2015;2018
4502;S70;1997;2000
4503;S80;1998;2016
4504;S90;1996;2025
4505;V40;1995;2020
4506;V40 Cross Country;2012;2019
4507;V50;2004;2012
4508;V60;2010;2025
4509;V60 Cross Country;2015;2025
4510;V70;1997;2016
4511;V90;1997;2025
4512;V90 Cross Country;2016;2025
4513;XC40;2017;2025
4514;XC60;2008;2025
4515;XC70;2000;2016
4516;XC90;2002;2025
4517;Corda;2010;2012
4518;Estina;2008;2013
4519;Tingo;2010;2014
4520;Courage;2024;2025
4521;Dream;2021;2025
4522;Free;2021;2025
4523;Passion;2022;2025
4524;Taishan;2025;2025
4525;05;2013;2025
4526;W22;1933;1938
4527;W23;1936;1941
4528;W26;1937;1940
4529;W50;1936;1938
4530;1.3;1988;1991
4531;353;1966;1989
4532;E5;2021;2022
4533;EX5;2018;2022
4534;EX6 Plus;2019;2022
4535;W6;2021;2022
4536;SEiGHT;1991;2010
4537;SEi & Sport;1982;2025
4538;05;2023;2025
4539;07;2024;2025
4540;80;2024;2025
4541;Coffee 01;2022;2023
4542;Gaoshan (High Mountain);2023;2025
4543;Lanshan (Blue Mountain);2023;2025
4544;Latte;2021;2025
4545;Macchiato;2021;2023
4546;Mocca;2021;2025
4547;VV5;2017;2021
4548;VV6;2018;2021
4549;VV7;2017;2021
4550;GT;2003;2013
4551;Roadster;1996;2013
4552;CJ;1944;1968
4553;Jeepster;1948;1951
4554;MB;1941;1945
4555;Knight Model 20;1920;1923
4556;Binguo;2023;2025
4557;Hongguang;2024;2025
4558;Hongguang Plus;2019;2025
4559;Hongguang S;2018;2025
4560;Hongguang V;2019;2025
4561;Jiachen;2022;2025
4562;Mini EV;2020;2025
4563;Nano EV;2021;2025
4564;Starlight;2023;2025
4565;Starlight S;2024;2025
4566;Star Asta;2021;2025
4567;Sunshine;2012;2022
4568;Victory;2020;2025
4569;Xingchi;2022;2025
4570;Zhiguan EV;2025;2025
4571;Fenyr Supersport;2015;2025
4572;Lykan Hypersport;2013;2017
4573;X-Cross 7;2024;2025
4574;X-Cross 8;2024;2025
4575;Yoyo;2021;2025
4576;SU7;2023;2025
4577;YU7;2025;2025
4578;Pickup X3;2003;2006
4579;SR-V X3;2003;2006
4580;SUV X3;2003;2006
4581;G3;2018;2023
4582;G6;2023;2025
4583;G7;2025;2025
4584;G9;2022;2025
4585;Mona M03;2024;2025
4586;P5;2021;2025
4587;P7;2020;2025
4588;P7i;2023;2025
4589;P7+;2024;2025
4590;X9;2024;2025
4591;R3;2021;2025
4592;EC30;2017;2025
4593;Spica;2015;2023
4594;T70;2015;2020
4595;007;2024;2025
4596;008;2024;2025
4597;Feeling;1986;1995
4598;10;2006;2008
4599;Florida;1990;2008
4600;Skala;1973;2008
4601;Yugo;1990;2008
4602;965;1960;1970
4603;966;1967;1972
4604;968;1972;1994
4605;Chance;2009;2014
4606;1105 «Дана»;1994;2011
4607;Forza;2011;2017
4608;Sens;2004;2017
4609;1103 «Славута»;1999;2011
4610;1102 «Таврия»;1988;2009
4611;Vida;2012;2016
4612;Lanos;2004;2015
4613;001;2021;2025
4614;007;2023;2025
4615;009;2022;2025
4616;7X;2024;2025
4617;9X;2025;2025
4618;Mix;2024;2025
4619;X;2023;2025
4620;E10;2014;2016
4621;Aurora;2026;2026
4622;ST1;2009;2010
4623;TSR-S;2018;2025
4624;Rainbow;2024;2025
4625;MK2;2010;2025
4626;111;1959;1967
4627;114;1967;1978
4628;117;1971;1978
4629;4104;1978;2002
4630;101;1936;1941
4631;102;1938;1939
4632;110;1945;1958
4633;Coupa;2018;2021
4634;Domy X5;2015;2018
4635;Domy X7;2016;2021
4636;E200;2016;2021
4637;Nomad (RX6400);2005;2016
4638;SR9;2016;2019
4639;T300;2017;2023
4640;T500;2018;2019
4641;T600;2013;2021
4642;T700;2017;2021
4643;T800;2018;2021
4644;Z100;2013;2017
4645;Z300;2012;2017
4646;Admiral;2005;2009
4647;Grandlion;2021;2025
4648;Grand Tiger;2007;2025
4649;Landmark;2005;2011
4650;Terralord;2016;2025
